"Chr","Start","End","Value"
"1",154000001,155000000,154
"1",155000001,156000000,137
"1",156000001,157000000,88
"1",157000001,158000000,358
"1",158000001,159000000,215
"1",159000001,160000000,240
"1",160000001,161000000,258
"1",161000001,162000000,229
"1",162000001,163000000,190
"1",163000001,164000000,233
"1",164000001,165000000,192
"1",165000001,166000000,211
"1",166000001,167000000,247
"1",167000001,168000000,218
"1",168000001,169000000,225
"1",169000001,170000000,188
"1",170000001,171000000,228
"1",171000001,172000000,307
"1",172000001,173000000,197
"1",173000001,174000000,272
"1",174000001,175000000,183
"1",175000001,176000000,264
"1",176000001,177000000,214
"1",177000001,178000000,191
"1",178000001,179000000,146
"1",179000001,180000000,153
"1",180000001,181000000,178
"1",181000001,182000000,203
"1",182000001,183000000,221
"1",183000001,184000000,157
"1",184000001,185000000,203
"1",185000001,186000000,232
"1",186000001,187000000,218
"1",187000001,188000000,329
"1",188000001,189000000,333
"1",189000001,190000000,274
"1",190000001,191000000,282
"1",191000001,192000000,320
"1",192000001,193000000,255
"1",193000001,194000000,293
"1",194000001,195000000,299
"1",195000001,196000000,300
"1",196000001,197000000,283
"1",197000001,198000000,188
"1",198000001,199000000,228
"1",199000001,200000000,230
"1",200000001,201000000,108
"1",201000001,202000000,96
"1",202000001,203000000,104
"1",203000001,204000000,186
"1",204000001,205000000,198
"1",205000001,206000000,106
"1",206000001,207000000,152
"1",207000001,208000000,249
"1",208000001,209000000,193
"1",209000001,210000000,277
"1",210000001,211000000,242
"1",211000001,212000000,231
"1",212000001,213000000,220
"1",213000001,214000000,224
"1",214000001,215000000,204
"1",215000001,216000000,229
"1",216000001,217000000,138
"1",217000001,218000000,223
"1",218000001,219000000,236
"1",219000001,220000000,243
"1",220000001,221000000,228
"1",221000001,222000000,265
"1",222000001,223000000,247
"1",223000001,224000000,309
"1",224000001,225000000,352
"1",225000001,226000000,173
"1",226000001,227000000,285
"1",227000001,228000000,255
"1",228000001,229000000,363
"1",229000001,230000000,323
"1",230000001,231000000,278
"1",231000001,232000000,260
"1",232000001,233000000,285
"1",233000001,234000000,318
"1",234000001,235000000,194
"1",235000001,236000000,168
"1",236000001,237000000,232
"1",237000001,238000000,217
"1",238000001,239000000,383
"1",239000001,240000000,292
"1",240000001,241000000,165
"1",241000001,242000000,247
"1",242000001,243000000,310
"1",243000001,244000000,175
"1",244000001,245000000,284
"1",245000001,246000000,145
"1",246000001,247000000,232
"1",247000001,248000000,368
"1",248000001,248956422,302
"2",1,1000000,303
"2",1000001,2000000,215
"2",2000001,3000000,233
"2",3000001,4000000,229
"2",4000001,5000000,342
"2",5000001,6000000,239
"2",6000001,7000000,269
"2",7000001,8000000,308
"2",8000001,9000000,244
"2",9000001,10000000,180
"2",10000001,11000000,229
"2",11000001,12000000,236
"2",12000001,13000000,338
"2",13000001,14000000,387
"2",14000001,15000000,284
"2",15000001,16000000,267
"2",16000001,17000000,267
"2",17000001,18000000,240
"2",18000001,19000000,246
"2",19000001,20000000,207
"2",20000001,21000000,304
"2",21000001,22000000,249
"2",22000001,23000000,247
"2",23000001,24000000,166
"2",24000001,25000000,172
"2",25000001,26000000,188
"2",26000001,27000000,186
"2",27000001,28000000,147
"2",28000001,29000000,94
"2",29000001,30000000,191
"2",30000001,31000000,237
"2",31000001,32000000,239
"2",32000001,33000000,135
"2",33000001,34000000,268
"2",34000001,35000000,291
"2",35000001,36000000,283
"2",36000001,37000000,156
"2",37000001,38000000,246
"2",38000001,39000000,198
"2",39000001,40000000,204
"2",40000001,41000000,170
"2",41000001,42000000,272
"2",42000001,43000000,246
"2",43000001,44000000,138
"2",44000001,45000000,200
"2",45000001,46000000,163
"2",46000001,47000000,155
"2",47000001,48000000,361
"2",48000001,49000000,278
"2",49000001,50000000,259
"2",50000001,51000000,104
"2",51000001,52000000,251
"2",52000001,53000000,350
"2",53000001,54000000,287
"2",54000001,55000000,213
"2",55000001,56000000,162
"2",56000001,57000000,211
"2",57000001,58000000,242
"2",58000001,59000000,226
"2",59000001,60000000,206
"2",60000001,61000000,208
"2",61000001,62000000,268
"2",62000001,63000000,288
"2",63000001,64000000,175
"2",64000001,65000000,332
"2",65000001,66000000,232
"2",66000001,67000000,150
"2",67000001,68000000,244
"2",68000001,69000000,186
"2",69000001,70000000,168
"2",70000001,71000000,219
"2",71000001,72000000,216
"2",72000001,73000000,169
"2",73000001,74000000,232
"2",74000001,75000000,183
"2",75000001,76000000,348
"2",76000001,77000000,305
"2",77000001,78000000,290
"2",78000001,79000000,279
"2",79000001,80000000,281
"2",80000001,81000000,240
"2",81000001,82000000,261
"2",82000001,83000000,285
"2",83000001,84000000,320
"2",84000001,85000000,276
"2",85000001,86000000,262
"2",86000001,87000000,176
"2",87000001,88000000,235
"2",88000001,89000000,327
"2",89000001,90000000,292
"2",90000001,91000000,173
"2",91000001,92000000,127
"2",92000001,93000000,36
"2",93000001,94000000,0
"2",94000001,95000000,177
"2",95000001,96000000,234
"2",96000001,97000000,269
"2",97000001,98000000,192
"2",98000001,99000000,215
"2",99000001,100000000,163
"2",100000001,101000000,291
"2",101000001,102000000,301
"2",102000001,103000000,222
"2",103000001,104000000,205
"2",104000001,105000000,208
"2",105000001,106000000,296
"2",106000001,107000000,346
"2",107000001,108000000,280
"2",108000001,109000000,229
"2",109000001,110000000,205
"2",110000001,111000000,243
"2",111000001,112000000,239
"2",112000001,113000000,284
"2",113000001,114000000,292
"2",114000001,115000000,283
"2",115000001,116000000,268
"2",116000001,117000000,352
"2",117000001,118000000,301
"2",118000001,119000000,250
"2",119000001,120000000,284
"2",120000001,121000000,176
"2",121000001,122000000,295
"2",122000001,123000000,324
"2",123000001,124000000,283
"2",124000001,125000000,258
"2",125000001,126000000,261
"2",126000001,127000000,324
"2",127000001,128000000,219
"2",128000001,129000000,325
"2",129000001,130000000,271
"2",130000001,131000000,283
"2",131000001,132000000,211
"2",132000001,133000000,250
"2",133000001,134000000,227
"2",134000001,135000000,273
"2",135000001,136000000,152
"2",136000001,137000000,300
"2",137000001,138000000,289
"2",138000001,139000000,282
"2",139000001,140000000,299
"2",140000001,141000000,204
"2",141000001,142000000,204
"2",142000001,143000000,293
"2",143000001,144000000,170
"2",144000001,145000000,123
"2",145000001,146000000,202
"2",146000001,147000000,293
"2",147000001,148000000,255
"2",148000001,149000000,170
"2",149000001,150000000,214
"2",150000001,151000000,324
"2",151000001,152000000,195
"2",152000001,153000000,255
"2",153000001,154000000,272
"2",154000001,155000000,264
"2",155000001,156000000,241
"2",156000001,157000000,224
"2",157000001,158000000,202
"2",158000001,159000000,208
"2",159000001,160000000,145
"2",160000001,161000000,209
"2",161000001,162000000,167
"2",162000001,163000000,209
"2",163000001,164000000,214
"2",164000001,165000000,219
"2",165000001,166000000,187
"2",166000001,167000000,216
"2",167000001,168000000,186
"2",168000001,169000000,205
"2",169000001,170000000,193
"2",170000001,171000000,263
"2",171000001,172000000,258
"2",172000001,173000000,298
"2",173000001,174000000,233
"2",174000001,175000000,189
"2",175000001,176000000,199
"2",176000001,177000000,156
"2",177000001,178000000,236
"2",178000001,179000000,139
"2",179000001,180000000,191
"2",180000001,181000000,308
"2",181000001,182000000,179
"2",182000001,183000000,210
"2",183000001,184000000,287
"2",184000001,185000000,289
"2",185000001,186000000,364
"2",186000001,187000000,304
"2",187000001,188000000,349
"2",188000001,189000000,317
"2",189000001,190000000,193
"2",190000001,191000000,270
"2",191000001,192000000,225
"2",192000001,193000000,271
"2",193000001,194000000,286
"2",194000001,195000000,286
"2",195000001,196000000,267
"2",196000001,197000000,198
"2",197000001,198000000,153
"2",198000001,199000000,249
"2",199000001,200000000,248
"2",200000001,201000000,264
"2",201000001,202000000,199
"2",202000001,203000000,144
"2",203000001,204000000,245
"2",204000001,205000000,252
"2",205000001,206000000,173
"2",206000001,207000000,246
"2",207000001,208000000,195
"2",208000001,209000000,356
"2",209000001,210000000,189
"2",210000001,211000000,251
"2",211000001,212000000,237
"2",212000001,213000000,207
"2",213000001,214000000,283
"2",214000001,215000000,242
"2",215000001,216000000,298
"2",216000001,217000000,267
"2",217000001,218000000,258
"2",218000001,219000000,216
"2",219000001,220000000,245
"2",220000001,221000000,314
"2",221000001,222000000,241
"2",222000001,223000000,264
"2",223000001,224000000,318
"2",224000001,225000000,320
"2",225000001,226000000,307
"2",226000001,227000000,310
"2",227000001,228000000,240
"2",228000001,229000000,343
"2",229000001,230000000,230
"2",230000001,231000000,342
"2",231000001,232000000,258
"2",232000001,233000000,177
"2",233000001,234000000,250
"2",234000001,235000000,407
"2",235000001,236000000,238
"2",236000001,237000000,252
"2",237000001,238000000,282
"2",238000001,239000000,210
"2",239000001,240000000,208
"2",240000001,241000000,293
"2",241000001,242000000,227
"2",242000001,242193529,88
"3",1,1000000,315
"3",1000001,2000000,261
"3",2000001,3000000,204
"3",3000001,4000000,277
"3",4000001,5000000,200
"3",5000001,6000000,358
"3",6000001,7000000,299
"3",7000001,8000000,274
"3",8000001,9000000,343
"3",9000001,10000000,260
"3",10000001,11000000,153
"3",11000001,12000000,237
"3",12000001,13000000,150
"3",13000001,14000000,235
"3",14000001,15000000,194
"3",15000001,16000000,284
"3",16000001,17000000,383
"3",17000001,18000000,231
"3",18000001,19000000,275
"3",19000001,20000000,248
"3",20000001,21000000,268
"3",21000001,22000000,257
"3",22000001,23000000,335
"3",23000001,24000000,229
"3",24000001,25000000,202
"3",25000001,26000000,232
"3",26000001,27000000,332
"3",27000001,28000000,315
"3",28000001,29000000,307
"3",29000001,30000000,158
"3",30000001,31000000,376
"3",31000001,32000000,351
"3",32000001,33000000,304
"3",33000001,34000000,254
"3",34000001,35000000,312
"3",35000001,36000000,250
"3",36000001,37000000,308
"3",37000001,38000000,218
"3",38000001,39000000,232
"3",39000001,40000000,324
"3",40000001,41000000,360
"3",41000001,42000000,219
"3",42000001,43000000,334
"3",43000001,44000000,295
"3",44000001,45000000,272
"3",45000001,46000000,314
"3",46000001,47000000,346
"3",47000001,48000000,160
"3",48000001,49000000,188
"3",49000001,50000000,80
"3",50000001,51000000,105
"3",51000001,52000000,169
"3",52000001,53000000,105
"3",53000001,54000000,125
"3",54000001,55000000,232
"3",55000001,56000000,174
"3",56000001,57000000,199
"3",57000001,58000000,175
"3",58000001,59000000,218
"3",59000001,60000000,247
"3",60000001,61000000,236
"3",61000001,62000000,216
"3",62000001,63000000,162
"3",63000001,64000000,244
"3",64000001,65000000,205
"3",65000001,66000000,205
"3",66000001,67000000,248
"3",67000001,68000000,319
"3",68000001,69000000,295
"3",69000001,70000000,199
"3",70000001,71000000,257
"3",71000001,72000000,205
"3",72000001,73000000,472
"3",73000001,74000000,264
"3",74000001,75000000,322
"3",75000001,76000000,334
"3",76000001,77000000,241
"3",77000001,78000000,268
"3",78000001,79000000,313
"3",79000001,80000000,192
"3",80000001,81000000,361
"3",81000001,82000000,311
"3",82000001,83000000,340
"3",83000001,84000000,397
"3",84000001,85000000,322
"3",85000001,86000000,132
"3",86000001,87000000,318
"3",87000001,88000000,313
"3",88000001,89000000,236
"3",89000001,90000000,221
"3",90000001,91000000,93
"3",91000001,92000000,57
"3",92000001,93000000,0
"3",93000001,94000000,64
"3",94000001,95000000,357
"3",95000001,96000000,326
"3",96000001,97000000,340
"3",97000001,98000000,209
"3",98000001,99000000,292
"3",99000001,100000000,224
"3",100000001,101000000,194
"3",101000001,102000000,262
"3",102000001,103000000,345
"3",103000001,104000000,281
"3",104000001,105000000,359
"3",105000001,106000000,256
"3",106000001,107000000,352
"3",107000001,108000000,277
"3",108000001,109000000,243
"3",109000001,110000000,273
"3",110000001,111000000,297
"3",111000001,112000000,240
"3",112000001,113000000,295
"3",113000001,114000000,183
"3",114000001,115000000,127
"3",115000001,116000000,257
"3",116000001,117000000,161
"3",117000001,118000000,131
"3",118000001,119000000,304
"3",119000001,120000000,205
"3",120000001,121000000,210
"3",121000001,122000000,171
"3",122000001,123000000,182
"3",123000001,124000000,149
"3",124000001,125000000,132
"3",125000001,126000000,211
"3",126000001,127000000,298
"3",127000001,128000000,340
"3",128000001,129000000,277
"3",129000001,130000000,225
"3",130000001,131000000,242
"3",131000001,132000000,265
"3",132000001,133000000,253
"3",133000001,134000000,227
"3",134000001,135000000,212
"3",135000001,136000000,259
"3",136000001,137000000,178
"3",137000001,138000000,258
"3",138000001,139000000,171
"3",139000001,140000000,206
"3",140000001,141000000,273
"3",141000001,142000000,246
"3",142000001,143000000,190
"3",143000001,144000000,227
"3",144000001,145000000,332
"3",145000001,146000000,389
"3",146000001,147000000,300
"3",147000001,148000000,185
"3",148000001,149000000,270
"3",149000001,150000000,190
"3",150000001,151000000,301
"3",151000001,152000000,248
"3",152000001,153000000,237
"3",153000001,154000000,249
"3",154000001,155000000,204
"3",155000001,156000000,304
"3",156000001,157000000,210
"3",157000001,158000000,229
"3",158000001,159000000,198
"3",159000001,160000000,219
"3",160000001,161000000,280
"3",161000001,162000000,368
"3",162000001,163000000,358
"3",163000001,164000000,301
"3",164000001,165000000,405
"3",165000001,166000000,283
"3",166000001,167000000,321
"3",167000001,168000000,255
"3",168000001,169000000,221
"3",169000001,170000000,134
"3",170000001,171000000,212
"3",171000001,172000000,185
"3",172000001,173000000,226
"3",173000001,174000000,200
"3",174000001,175000000,269
"3",175000001,176000000,254
"3",176000001,177000000,312
"3",177000001,178000000,233
"3",178000001,179000000,227
"3",179000001,180000000,213
"3",180000001,181000000,275
"3",181000001,182000000,122
"3",182000001,183000000,130
"3",183000001,184000000,238
"3",184000001,185000000,179
"3",185000001,186000000,216
"3",186000001,187000000,193
"3",187000001,188000000,260
"3",188000001,189000000,122
"3",189000001,190000000,188
"3",190000001,191000000,286
"3",191000001,192000000,337
"3",192000001,193000000,177
"3",193000001,194000000,216
"3",194000001,195000000,220
"3",195000001,196000000,202
"3",196000001,197000000,220
"3",197000001,198000000,213
"3",198000001,198295559,73
"4",1,1000000,279
"4",1000001,2000000,154
"4",2000001,3000000,206
"4",3000001,4000000,279
"4",4000001,5000000,411
"4",5000001,6000000,334
"4",6000001,7000000,305
"4",7000001,8000000,236
"4",8000001,9000000,307
"4",9000001,10000000,303
"4",10000001,11000000,369
"4",11000001,12000000,379
"4",12000001,13000000,420
"4",13000001,14000000,318
"4",14000001,15000000,380
"4",15000001,16000000,362
"4",16000001,17000000,297
"4",17000001,18000000,360
"4",18000001,19000000,381
"4",19000001,20000000,330
"4",20000001,21000000,311
"4",21000001,22000000,270
"4",22000001,23000000,407
"4",23000001,24000000,270
"4",24000001,25000000,314
"4",25000001,26000000,330
"4",26000001,27000000,296
"4",27000001,28000000,404
"4",28000001,29000000,337
"4",29000001,30000000,327
"4",30000001,31000000,302
"4",31000001,32000000,362
"4",32000001,33000000,389
"4",33000001,34000000,417
"4",34000001,35000000,374
"4",35000001,36000000,371
"4",36000001,37000000,302
"4",37000001,38000000,344
"4",38000001,39000000,332
"4",39000001,40000000,173
"4",40000001,41000000,187
"4",41000001,42000000,235
"4",42000001,43000000,299
"4",43000001,44000000,389
"4",44000001,45000000,314
"4",45000001,46000000,382
"4",46000001,47000000,243
"4",47000001,48000000,231
"4",48000001,49000000,206
"4",49000001,50000000,220
"4",50000001,51000000,0
"4",51000001,52000000,59
"4",52000001,53000000,334
"4",53000001,54000000,212
"4",54000001,55000000,283
"4",55000001,56000000,229
"4",56000001,57000000,308
"4",57000001,58000000,334
"4",58000001,59000000,348
"4",59000001,60000000,308
"4",60000001,61000000,303
"4",61000001,62000000,247
"4",62000001,63000000,344
"4",63000001,64000000,356
"4",64000001,65000000,359
"4",65000001,66000000,277
"4",66000001,67000000,312
"4",67000001,68000000,343
"4",68000001,69000000,395
"4",69000001,70000000,343
"4",70000001,71000000,158
"4",71000001,72000000,232
"4",72000001,73000000,294
"4",73000001,74000000,231
"4",74000001,75000000,276
"4",75000001,76000000,263
"4",76000001,77000000,235
"4",77000001,78000000,380
"4",78000001,79000000,233
"4",79000001,80000000,233
"4",80000001,81000000,244
"4",81000001,82000000,235
"4",82000001,83000000,241
"4",83000001,84000000,411
"4",84000001,85000000,161
"4",85000001,86000000,218
"4",86000001,87000000,241
"4",87000001,88000000,277
"4",88000001,89000000,303
"4",89000001,90000000,360
"4",90000001,91000000,232
"4",91000001,92000000,287
"4",92000001,93000000,246
"4",93000001,94000000,223
"4",94000001,95000000,223
"4",95000001,96000000,205
"4",96000001,97000000,315
"4",97000001,98000000,308
"4",98000001,99000000,295
"4",99000001,100000000,266
"4",100000001,101000000,317
"4",101000001,102000000,220
"4",102000001,103000000,242
"4",103000001,104000000,303
"4",104000001,105000000,227
"4",105000001,106000000,168
"4",106000001,107000000,258
"4",107000001,108000000,287
"4",108000001,109000000,185
"4",109000001,110000000,213
"4",110000001,111000000,229
"4",111000001,112000000,186
"4",112000001,113000000,210
"4",113000001,114000000,181
"4",114000001,115000000,298
"4",115000001,116000000,310
"4",116000001,117000000,363
"4",117000001,118000000,358
"4",118000001,119000000,248
"4",119000001,120000000,231
"4",120000001,121000000,247
"4",121000001,122000000,267
"4",122000001,123000000,261
"4",123000001,124000000,221
"4",124000001,125000000,270
"4",125000001,126000000,303
"4",126000001,127000000,272
"4",127000001,128000000,248
"4",128000001,129000000,268
"4",129000001,130000000,248
"4",130000001,131000000,424
"4",131000001,132000000,376
"4",132000001,133000000,391
"4",133000001,134000000,308
"4",134000001,135000000,279
"4",135000001,136000000,347
"4",136000001,137000000,342
"4",137000001,138000000,294
"4",138000001,139000000,326
"4",139000001,140000000,276
"4",140000001,141000000,215
"4",141000001,142000000,329
"4",142000001,143000000,236
"4",143000001,144000000,310
"4",144000001,145000000,259
"4",145000001,146000000,233
"4",146000001,147000000,219
"4",147000001,148000000,234
"4",148000001,149000000,186
"4",149000001,150000000,252
"4",150000001,151000000,176
"4",151000001,152000000,237
"4",152000001,153000000,192
"4",153000001,154000000,238
"4",154000001,155000000,262
"4",155000001,156000000,382
"4",156000001,157000000,324
"4",157000001,158000000,280
"4",158000001,159000000,230
"4",159000001,160000000,292
"4",160000001,161000000,338
"4",161000001,162000000,246
"4",162000001,163000000,341
"4",163000001,164000000,332
"4",164000001,165000000,233
"4",165000001,166000000,234
"4",166000001,167000000,277
"4",167000001,168000000,280
"4",168000001,169000000,213
"4",169000001,170000000,238
"4",170000001,171000000,330
"4",171000001,172000000,381
"4",172000001,173000000,296
"4",173000001,174000000,212
"4",174000001,175000000,275
"4",175000001,176000000,337
"4",176000001,177000000,275
"4",177000001,178000000,293
"4",178000001,179000000,306
"4",179000001,180000000,374
"4",180000001,181000000,171
"4",181000001,182000000,192
"4",182000001,183000000,141
"4",183000001,184000000,195
"4",184000001,185000000,294
"4",185000001,186000000,214
"4",186000001,187000000,319
"4",187000001,188000000,249
"4",188000001,189000000,265
"4",189000001,190000000,310
"4",190000001,190214555,65
"5",1,1000000,196
"5",1000001,2000000,238
"5",2000001,3000000,207
"5",3000001,4000000,210
"5",4000001,5000000,272
"5",5000001,6000000,365
"5",6000001,7000000,370
"5",7000001,8000000,275
"5",8000001,9000000,359
"5",9000001,10000000,274
"5",10000001,11000000,394
"5",11000001,12000000,267
"5",12000001,13000000,373
"5",13000001,14000000,407
"5",14000001,15000000,227
"5",15000001,16000000,361
"5",16000001,17000000,293
"5",17000001,18000000,264
"5",18000001,19000000,439
"5",19000001,20000000,304
"5",20000001,21000000,351
"5",21000001,22000000,419
"5",22000001,23000000,304
"5",23000001,24000000,458
"5",24000001,25000000,353
"5",25000001,26000000,462
"5",26000001,27000000,395
"5",27000001,28000000,346
"5",28000001,29000000,428
"5",29000001,30000000,417
"5",30000001,31000000,339
"5",31000001,32000000,297
"5",32000001,33000000,309
"5",33000001,34000000,305
"5",34000001,35000000,457
"5",35000001,36000000,290
"5",36000001,37000000,279
"5",37000001,38000000,221
"5",38000001,39000000,295
"5",39000001,40000000,233
"5",40000001,41000000,307
"5",41000001,42000000,233
"5",42000001,43000000,285
"5",43000001,44000000,341
"5",44000001,45000000,340
"5",45000001,46000000,216
"5",46000001,47000000,6
"5",47000001,48000000,0
"5",48000001,49000000,0
"5",49000001,50000000,0
"5",50000001,51000000,181
"5",51000001,52000000,198
"5",52000001,53000000,239
"5",53000001,54000000,258
"5",54000001,55000000,363
"5",55000001,56000000,204
"5",56000001,57000000,276
"5",57000001,58000000,345
"5",58000001,59000000,233
"5",59000001,60000000,156
"5",60000001,61000000,203
"5",61000001,62000000,234
"5",62000001,63000000,319
"5",63000001,64000000,331
"5",64000001,65000000,277
"5",65000001,66000000,182
"5",66000001,67000000,234
"5",67000001,68000000,207
"5",68000001,69000000,282
"5",69000001,70000000,289
"5",70000001,71000000,341
"5",71000001,72000000,294
"5",72000001,73000000,206
"5",73000001,74000000,234
"5",74000001,75000000,289
"5",75000001,76000000,283
"5",76000001,77000000,257
"5",77000001,78000000,231
"5",78000001,79000000,141
"5",79000001,80000000,227
"5",80000001,81000000,283
"5",81000001,82000000,192
"5",82000001,83000000,274
"5",83000001,84000000,195
"5",84000001,85000000,261
"5",85000001,86000000,324
"5",86000001,87000000,298
"5",87000001,88000000,214
"5",88000001,89000000,184
"5",89000001,90000000,208
"5",90000001,91000000,171
"5",91000001,92000000,289
"5",92000001,93000000,250
"5",93000001,94000000,148
"5",94000001,95000000,202
"5",95000001,96000000,235
"5",96000001,97000000,236
"5",97000001,98000000,274
"5",98000001,99000000,214
"5",99000001,100000000,296
"5",100000001,101000000,280
"5",101000001,102000000,317
"5",102000001,103000000,252
"5",103000001,104000000,284
"5",104000001,105000000,333
"5",105000001,106000000,301
"5",106000001,107000000,277
"5",107000001,108000000,145
"5",108000001,109000000,266
"5",109000001,110000000,235
"5",110000001,111000000,303
"5",111000001,112000000,288
"5",112000001,113000000,287
"5",113000001,114000000,311
"5",114000001,115000000,221
"5",115000001,116000000,316
"5",116000001,117000000,238
"5",117000001,118000000,256
"5",118000001,119000000,271
"5",119000001,120000000,262
"5",120000001,121000000,268
"5",121000001,122000000,305
"5",122000001,123000000,228
"5",123000001,124000000,220
"5",124000001,125000000,306
"5",125000001,126000000,281
"5",126000001,127000000,265
"5",127000001,128000000,228
"5",128000001,129000000,231
"5",129000001,130000000,208
"5",130000001,131000000,278
"5",131000001,132000000,220
"5",132000001,133000000,166
"5",133000001,134000000,243
"5",134000001,135000000,125
"5",135000001,136000000,152
"5",136000001,137000000,232
"5",137000001,138000000,149
"5",138000001,139000000,146
"5",139000001,140000000,117
"5",140000001,141000000,129
"5",141000001,142000000,173
"5",142000001,143000000,259
"5",143000001,144000000,199
"5",144000001,145000000,262
"5",145000001,146000000,277
"5",146000001,147000000,119
"5",147000001,148000000,248
"5",148000001,149000000,190
"5",149000001,150000000,186
"5",150000001,151000000,176
"5",151000001,152000000,161
"5",152000001,153000000,223
"5",153000001,154000000,213
"5",154000001,155000000,212
"5",155000001,156000000,307
"5",156000001,157000000,223
"5",157000001,158000000,247
"5",158000001,159000000,178
"5",159000001,160000000,293
"5",160000001,161000000,218
"5",161000001,162000000,202
"5",162000001,163000000,289
"5",163000001,164000000,285
"5",164000001,165000000,233
"5",165000001,166000000,198
"5",166000001,167000000,250
"5",167000001,168000000,127
"5",168000001,169000000,142
"5",169000001,170000000,214
"5",170000001,171000000,205
"5",171000001,172000000,203
"5",172000001,173000000,268
"5",173000001,174000000,296
"5",174000001,175000000,296
"5",175000001,176000000,435
"5",176000001,177000000,230
"5",177000001,178000000,228
"5",178000001,179000000,222
"5",179000001,180000000,218
"5",180000001,181000000,267
"5",181000001,181538259,168
"6",1,1000000,181
"6",1000001,2000000,179
"6",2000001,3000000,294
"6",3000001,4000000,314
"6",4000001,5000000,285
"6",5000001,6000000,228
"6",6000001,7000000,275
"6",7000001,8000000,179
"6",8000001,9000000,246
"6",9000001,10000000,257
"6",10000001,11000000,248
