numtID	sampleID	contigID	total	humanN	chimpN	pct_human	age
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:1:1214:9892:30056	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:1:1214:9892:30056	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:2:2104:13728:46132	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:2:2104:13728:46132	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:2207:20350:44795	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:2207:20350:44795	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:1:2106:12694:50265	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:1:2106:12694:50265	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1116:9984:89109	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1116:9984:89109	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:1:2112:7322:63700	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:1:2112:7322:63700	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:1213:6038:41193	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:1213:6038:41193	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:1111:7067:47830	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:1111:7067:47830	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:2:2111:6974:84039	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:2:2111:6974:84039	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1202:4987:17265	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1202:4987:17265	19	17	2	0.8947368421052632	0.631578947368421
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:2113:1284:35260	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:2113:1284:35260	16	14	1	0.9333333333333333	0.4
HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:2:1102:17481:66393	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:2:1102:17481:66393	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:1:2111:8407:22098	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:1:2111:8407:22098	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:62:HB657ADXX:2:1206:3030:66263	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:62:HB657ADXX:2:1206:3030:66263	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:2:2105:21149:83947	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:2:2105:21149:83947	11	9	1	0.9	0.6000000000000001
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1108:8441:84882	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1108:8441:84882	10	9	1	0.9	0.6000000000000001
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1108:8441:84882	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:1108:8441:84882	10	9	1	0.9	0.6000000000000001
HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:1215:9638:64708	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:58:HB675ADXX:1:1215:9638:64708	0	0	0	0.0	0.0
HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:2105:7658:25058	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:65:HB7ACADXX:2:2105:7658:25058	7	7	0	1.0	0.0
HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:1:2105:15789:80683	HG006_all_regions	HG006_chr1.633434.634463|HISEQ1:60:HB6D7ADXX:1:2105:15789:80683	6	6	0	1.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:60:HB6D7ADXX:2:1101:5223:72166	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:60:HB6D7ADXX:2:1101:5223:72166	40	40	0	1.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:2:2202:5531:46429	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:2:2202:5531:46429	26	22	4	0.8461538461538461	0.9230769230769231
HG006_chr11.49861573.49862793|HISEQ1:58:HB675ADXX:1:1101:15245:47051	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:58:HB675ADXX:1:1101:15245:47051	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:2:2213:7934:88709	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:2:2213:7934:88709	29	25	4	0.8620689655172413	0.8275862068965517
HG006_chr11.49861573.49862793|HISEQ1:60:HB6D7ADXX:2:1216:12899:80792	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:60:HB6D7ADXX:2:1216:12899:80792	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:62:HB657ADXX:2:2104:9564:12842	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:62:HB657ADXX:2:2104:9564:12842	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:1105:12899:61945	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:1105:12899:61945	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:2205:9152:8931	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:2205:9152:8931	17	2	2	0.5	3.0
HG006_chr11.49861573.49862793|HISEQ1:58:HB675ADXX:2:1213:13228:37431	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:58:HB675ADXX:2:1213:13228:37431	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:2203:13744:13547	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:2203:13744:13547	25	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:1214:2145:98986	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:65:HB7ACADXX:1:1214:2145:98986	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:62:HB657ADXX:1:2207:3275:28795	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:62:HB657ADXX:1:2207:3275:28795	0	0	0	0.0	0.0
HG006_chr11.49861573.49862793|HISEQ1:62:HB657ADXX:2:2214:19625:51817	HG006_all_regions	HG006_chr11.49861573.49862793|HISEQ1:62:HB657ADXX:2:2214:19625:51817	33	0	0	0.0	0.0
HG006_chr17.22520868.22521877|HISEQ1:58:HB675ADXX:1:1201:15135:9338	HG006_all_regions	HG006_chr17.22520868.22521877|HISEQ1:58:HB675ADXX:1:1201:15135:9338	0	0	0	0.0	0.0
HG006_chr17.22520868.22521877|HISEQ1:60:HB6D7ADXX:2:1101:8267:5637	HG006_all_regions	HG006_chr17.22520868.22521877|HISEQ1:60:HB6D7ADXX:2:1101:8267:5637	0	0	0	0.0	0.0
HG006_chr17.22520868.22521877|HISEQ1:58:HB675ADXX:2:1202:11813:65293	HG006_all_regions	HG006_chr17.22520868.22521877|HISEQ1:58:HB675ADXX:2:1202:11813:65293	0	0	0	0.0	0.0
HG006_chr17.22520868.22521877|HISEQ1:65:HB7ACADXX:2:2109:12618:27560	HG006_all_regions	HG006_chr17.22520868.22521877|HISEQ1:65:HB7ACADXX:2:2109:12618:27560	0	0	0	0.0	0.0
HG006_chr17.22520868.22521877|HISEQ1:62:HB657ADXX:2:1116:9507:83713	HG006_all_regions	HG006_chr17.22520868.22521877|HISEQ1:62:HB657ADXX:2:1116:9507:83713	0	0	0	0.0	0.0
HG006_chr2.33666443.33667605|HISEQ1:65:HB7ACADXX:1:2213:5528:73364	HG006_all_regions	HG006_chr2.33666443.33667605|HISEQ1:65:HB7ACADXX:1:2213:5528:73364	7	6	1	0.8571428571428571	0.8571428571428571
HG006_chr2.33666443.33667605|HISEQ1:62:HB657ADXX:2:2114:9210:90393	HG006_all_regions	HG006_chr2.33666443.33667605|HISEQ1:62:HB657ADXX:2:2114:9210:90393	10	9	1	0.9	0.6000000000000001
HG006_chr2.33666443.33667605|HISEQ1:62:HB657ADXX:1:2214:15662:20056	HG006_all_regions	HG006_chr2.33666443.33667605|HISEQ1:62:HB657ADXX:1:2214:15662:20056	10	8	1	0.8888888888888888	0.6666666666666666
HG006_chr2.33666443.33667605|HISEQ1:65:HB7ACADXX:2:2105:8405:44504	HG006_all_regions	HG006_chr2.33666443.33667605|HISEQ1:65:HB7ACADXX:2:2105:8405:44504	0	0	0	0.0	0.0
HG006_chr2.33667252.33668265|HISEQ1:65:HB7ACADXX:2:2105:8405:44504	HG006_all_regions	HG006_chr2.33667252.33668265|HISEQ1:65:HB7ACADXX:2:2105:8405:44504	0	0	0	0.0	0.0
HG006_chr2.33667252.33668265|HISEQ1:65:HB7ACADXX:1:1108:20275:68543	HG006_all_regions	HG006_chr2.33667252.33668265|HISEQ1:65:HB7ACADXX:1:1108:20275:68543	4	0	0	0.0	0.0
HG006_chr2.33667252.33668265|HISEQ1:60:HB6D7ADXX:1:2103:6042:27749	HG006_all_regions	HG006_chr2.33667252.33668265|HISEQ1:60:HB6D7ADXX:1:2103:6042:27749	0	0	0	0.0	0.0
HG006_chr20.21473736.21475180|HISEQ1:60:HB6D7ADXX:2:1103:20878:60471	HG006_all_regions	HG006_chr20.21473736.21475180|HISEQ1:60:HB6D7ADXX:2:1103:20878:60471	0	0	0	0.0	0.0
HG006_chr20.21473736.21475180|HISEQ1:60:HB6D7ADXX:1:2102:7519:60771	HG006_all_regions	HG006_chr20.21473736.21475180|HISEQ1:60:HB6D7ADXX:1:2102:7519:60771	0	0	0	0.0	0.0
HG006_chr20.21473736.21475180|HISEQ1:60:HB6D7ADXX:1:2102:7519:60771	HG006_all_regions	HG006_chr20.21473736.21475180|HISEQ1:60:HB6D7ADXX:1:2102:7519:60771	0	0	0	0.0	0.0
HG006_chr20.21473736.21475180|HISEQ1:58:HB675ADXX:1:1102:14796:47275	HG006_all_regions	HG006_chr20.21473736.21475180|HISEQ1:58:HB675ADXX:1:1102:14796:47275	0	0	0	0.0	0.0
HG006_chr20.21473736.21475180|HISEQ1:62:HB657ADXX:2:2105:8109:24716	HG006_all_regions	HG006_chr20.21473736.21475180|HISEQ1:62:HB657ADXX:2:2105:8109:24716	0	0	0	0.0	0.0
