sampleID	chr	strand	pointGroup	Group	readsCount	pos	type
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676635.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676742.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676786.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676796.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676802.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676841.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676850.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676867.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9676917.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	2	9676925.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9677016.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9677096.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9677100.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9677108.0	all
1000434	chr21	+	nu_Tend_Bleft	nuleft	1	9677184.0	all
1000434	chr21	+	nu_Tstart_Bright	nuright	1	9675961.0	all
1000434	chrM	+	mt_Tend	mt_Tend	1	12476.0	all
1000434	chrM	+	mt_Tend	mt_Tend	3	13227.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	2692398.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	17445320.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	49903492.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	69359035.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	69802163.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	70271637.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	92108664.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	92145081.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	92429560.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	92753151.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	92879336.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93188287.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93193744.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93210431.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93362320.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93429813.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1	93453273.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	7	93470390.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	9	93470391.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	8	93470392.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	9	93470393.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	15	93470394.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	9	93470395.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	17	93470396.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	21	93470397.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	32	93470398.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	22	93470399.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	50	93470400.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	40	93470401.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	45	93470402.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	59	93470403.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	47	93470404.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	40	93470405.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	44	93470406.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	48	93470407.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	59	93470408.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	61	93470409.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	61	93470410.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	62	93470411.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	74	93470412.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	62	93470413.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	25	93470414.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	72	93470415.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	78	93470416.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	88	93470417.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	108	93470418.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	125	93470419.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	126	93470420.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	172	93470421.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	185	93470422.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	458	93470423.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	110	93470424.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	172	93470425.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	179	93470426.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	88	93470427.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	67	93470428.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	146	93470429.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	110	93470430.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	135	93470431.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	409	93470432.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	111	93470433.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	130	93470434.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	77	93470435.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	210	93470436.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	50	93470437.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	116	93470438.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	72	93470439.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	96	93470440.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	89	93470441.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	69	93470442.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	113	93470443.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	90	93470444.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	176	93470445.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	93	93470446.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	108	93470447.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	97	93470448.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	96	93470449.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	116	93470450.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	114	93470451.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	146	93470452.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	159	93470453.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	234	93470454.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	188	93470455.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	217	93470456.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	324	93470457.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	421	93470458.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	347	93470459.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	375	93470460.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	537	93470461.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	476	93470462.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	500	93470463.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	525	93470464.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	472	93470465.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	468	93470466.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	594	93470467.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	560	93470468.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	667	93470469.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	520	93470470.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	681	93470471.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	627	93470472.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	603	93470473.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	711	93470474.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	654	93470475.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	821	93470476.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	564	93470477.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	936	93470478.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	588	93470479.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	739	93470480.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	718	93470481.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	726	93470482.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	729	93470483.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	791	93470484.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	725	93470485.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	594	93470486.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	911	93470487.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	727	93470488.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	819	93470489.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	2071	93470490.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	634	93470491.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	513	93470492.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	450	93470493.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	389	93470494.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	529	93470495.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	352	93470496.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	442	93470497.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	669	93470498.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	578	93470499.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	632	93470500.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	615	93470501.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	571	93470502.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	550	93470503.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	610	93470504.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	331	93470505.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	384	93470506.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	268	93470507.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	295	93470508.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	255	93470509.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	275	93470510.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	258	93470511.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	309	93470512.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	422	93470513.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	348	93470514.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	536	93470515.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	349	93470516.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	429	93470517.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	427	93470518.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	651	93470519.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	502	93470520.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	506	93470521.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	792	93470522.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	274	93470523.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	338	93470524.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	245	93470525.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	255	93470526.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	216	93470527.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	248	93470528.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	562	93470529.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	218	93470530.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	236	93470531.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	227	93470532.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	363	93470533.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	295	93470534.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	225	93470535.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	312	93470536.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	282	93470537.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	456	93470538.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	294	93470539.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	252	93470540.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	256	93470541.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	401	93470542.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	318	93470543.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	349	93470544.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	349	93470545.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	346	93470546.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	528	93470547.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	390	93470548.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	294	93470549.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	389	93470550.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	287	93470551.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	540	93470552.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	587	93470553.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	670	93470554.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	599	93470555.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	578	93470556.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1139	93470557.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	720	93470558.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	900	93470559.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	906	93470560.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1099	93470561.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1551	93470562.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1215	93470563.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1308	93470564.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	980	93470565.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1337	93470566.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1656	93470567.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	1371	93470568.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	643	93470569.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	560	93470570.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	852	93470571.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	781	93470572.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	798	93470573.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	698	93470574.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	697	93470575.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	753	93470576.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	676	93470577.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	784	93470578.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	571	93470579.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	492	93470580.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	516	93470581.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	546	93470582.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	482	93470583.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	579	93470584.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	568	93470585.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	562	93470586.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	544	93470587.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	585	93470588.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	689	93470589.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	559	93470590.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	356	93470591.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	623	93470592.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	441	93470593.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	494	93470594.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	561	93470595.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	554	93470596.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	614	93470597.0	all
1000434	chr3	+	nu_Tend_Bleft	nuleft	427	93470598.0	all
