numtID	sampleID	contigID	total	humanN	chimpN	pct_human	age
HG001_chr1.633396.634413|HWI-D00360:5:H814YADXX:1:1215:10468:92494	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:5:H814YADXX:1:1215:10468:92494	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2102:11920:91644	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2102:11920:91644	18	17	1	0.9444444444444444	0.3333333333333333
HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	17	16	1	0.9411764705882353	0.3529411764705882
HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:1:2114:3215:52787	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:1:2114:3215:52787	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:15:H9258ADXX:2:1111:5555:83121	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:15:H9258ADXX:2:1111:5555:83121	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:2:2114:6317:39000	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:2:2114:6317:39000	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:2:1205:11888:45094	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:2:1205:11888:45094	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:12:H8GVUADXX:2:2202:17076:67367	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:12:H8GVUADXX:2:2202:17076:67367	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	18	17	1	0.9444444444444444	0.3333333333333333
HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	18	17	1	0.9444444444444444	0.3333333333333333
HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:1:2214:11620:97344	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:1:2214:11620:97344	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:1209:4476:72022	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:1209:4476:72022	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:1:2212:3744:90306	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:1:2212:3744:90306	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:2204:10740:56526	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:2204:10740:56526	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr1.633396.634413|HWI-D00360:6:H81VLADXX:2:1116:11751:85239	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:6:H81VLADXX:2:1116:11751:85239	9	9	0	1.0	0.0
HG001_chr1.633396.634413|HISEQ1:14:H8GGVADXX:1:1214:18519:96631	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:14:H8GGVADXX:1:1214:18519:96631	9	9	0	1.0	0.0
HG001_chr1.633396.634413|HISEQ1:17:H947YADXX:1:2104:7466:67269	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:17:H947YADXX:1:2104:7466:67269	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:17:H947YADXX:2:2203:20024:98659	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:17:H947YADXX:2:2203:20024:98659	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1202:20626:51321	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1202:20626:51321	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr11.49861375.49862857|HISEQ1:13:H8G92ADXX:1:1116:10453:54552	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:13:H8G92ADXX:1:1116:10453:54552	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1103:13190:97369	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1103:13190:97369	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HWI-D00360:6:H81VLADXX:1:2211:17678:67136	HG001_all_regions	HG001_chr11.49861375.49862857|HWI-D00360:6:H81VLADXX:1:2211:17678:67136	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HWI-D00360:7:H88WKADXX:1:1102:21133:54795	HG001_all_regions	HG001_chr11.49861375.49862857|HWI-D00360:7:H88WKADXX:1:1102:21133:54795	15	0	1	0.0	6.0
HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1212:13880:62698	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1212:13880:62698	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:1:2107:15363:82618	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:1:2107:15363:82618	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1214:17891:24868	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1214:17891:24868	10	9	0	1.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:17:H947YADXX:1:1211:2916:62518	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:17:H947YADXX:1:1211:2916:62518	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:11:H8GV6ADXX:2:1111:15683:78664	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:11:H8GV6ADXX:2:1111:15683:78664	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1106:17710:95008	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1106:17710:95008	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:2204:11194:72153	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:2204:11194:72153	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1111:2760:45275	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1111:2760:45275	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:2:2110:5891:4429	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:2:2110:5891:4429	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:13:H8G92ADXX:2:1215:10179:65939	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:13:H8G92ADXX:2:1215:10179:65939	0	0	0	0.0	0.0
