numtID	sampleID	contigID	total	humanN	chimpN	pct_human	age
HG001_chr1.633396.634413|HWI-D00360:5:H814YADXX:1:1215:10468:92494	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:5:H814YADXX:1:1215:10468:92494	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2102:11920:91644	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2102:11920:91644	18	17	1	0.9444444444444444	0.3333333333333333
HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	17	16	1	0.9411764705882353	0.3529411764705882
HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:11:H8GV6ADXX:2:2111:20074:17103	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:1:2114:3215:52787	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:1:2114:3215:52787	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:15:H9258ADXX:2:1111:5555:83121	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:15:H9258ADXX:2:1111:5555:83121	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:2:2114:6317:39000	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:2:2114:6317:39000	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:2:1205:11888:45094	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:2:1205:11888:45094	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:12:H8GVUADXX:2:2202:17076:67367	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:12:H8GVUADXX:2:2202:17076:67367	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	18	17	1	0.9444444444444444	0.3333333333333333
HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:16:H948VADXX:1:1104:16286:24082	18	17	1	0.9444444444444444	0.3333333333333333
HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:1:2214:11620:97344	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:8:H88U0ADXX:1:2214:11620:97344	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:1209:4476:72022	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:1209:4476:72022	0	0	0	0.0	0.0
HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:1:2212:3744:90306	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:13:H8G92ADXX:1:2212:3744:90306	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:2204:10740:56526	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:9:H8962ADXX:2:2204:10740:56526	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr1.633396.634413|HWI-D00360:6:H81VLADXX:2:1116:11751:85239	HG001_all_regions	HG001_chr1.633396.634413|HWI-D00360:6:H81VLADXX:2:1116:11751:85239	9	9	0	1.0	0.0
HG001_chr1.633396.634413|HISEQ1:14:H8GGVADXX:1:1214:18519:96631	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:14:H8GGVADXX:1:1214:18519:96631	9	9	0	1.0	0.0
HG001_chr1.633396.634413|HISEQ1:17:H947YADXX:1:2104:7466:67269	HG001_all_regions	HG001_chr1.633396.634413|HISEQ1:17:H947YADXX:1:2104:7466:67269	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:15:H9258ADXX:1:2108:17160:23664	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:17:H947YADXX:2:2203:20024:98659	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:17:H947YADXX:2:2203:20024:98659	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1202:20626:51321	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1202:20626:51321	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr11.49861375.49862857|HISEQ1:13:H8G92ADXX:1:1116:10453:54552	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:13:H8G92ADXX:1:1116:10453:54552	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1103:13190:97369	HG001_all_regions	HG001_chr11.49861375.49862857|HISEQ1:11:H8GV6ADXX:2:1103:13190:97369	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HWI-D00360:6:H81VLADXX:1:2211:17678:67136	HG001_all_regions	HG001_chr11.49861375.49862857|HWI-D00360:6:H81VLADXX:1:2211:17678:67136	0	0	0	0.0	0.0
HG001_chr11.49861375.49862857|HWI-D00360:7:H88WKADXX:1:1102:21133:54795	HG001_all_regions	HG001_chr11.49861375.49862857|HWI-D00360:7:H88WKADXX:1:1102:21133:54795	15	0	1	0.0	6.0
HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1212:13880:62698	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1212:13880:62698	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:1:2107:15363:82618	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:1:2107:15363:82618	11	10	1	0.9090909090909091	0.5454545454545454
HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1214:17891:24868	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1214:17891:24868	10	9	0	1.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:17:H947YADXX:1:1211:2916:62518	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:17:H947YADXX:1:1211:2916:62518	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:11:H8GV6ADXX:2:1111:15683:78664	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:11:H8GV6ADXX:2:1111:15683:78664	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1106:17710:95008	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:1106:17710:95008	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:2204:11194:72153	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:7:H88WKADXX:1:2204:11194:72153	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1111:2760:45275	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:9:H8962ADXX:2:1111:2760:45275	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:2:2110:5891:4429	HG001_all_regions	HG001_chr5.32337638.32339095|HWI-D00360:8:H88U0ADXX:2:2110:5891:4429	0	0	0	0.0	0.0
HG001_chr5.32337638.32339095|HISEQ1:13:H8G92ADXX:2:1215:10179:65939	HG001_all_regions	HG001_chr5.32337638.32339095|HISEQ1:13:H8G92ADXX:2:1215:10179:65939	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1116:12999:93335	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1116:12999:93335	11	5	6	0.45454545454545453	3.2727272727272725
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1105:2494:19158	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1105:2494:19158	13	13	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:2104:10759:49439	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:2104:10759:49439	11	11	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1204:14355:58861	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1204:14355:58861	13	13	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:1210:19079:56421	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:1210:19079:56421	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:2104:8827:79327	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:2104:8827:79327	12	9	3	0.75	1.5
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2116:19073:26544	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2116:19073:26544	14	14	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:2:1216:7826:33821	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:2:1216:7826:33821	14	14	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1214:2078:90648	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1214:2078:90648	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1114:1441:15297	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1114:1441:15297	18	17	1	0.9444444444444444	0.3333333333333333
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1113:4609:6159	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1113:4609:6159	13	13	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1113:4609:6159	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1113:4609:6159	13	13	0	1.0	0.0
HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:2:2204:6420:78882	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:2:2204:6420:78882	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1102:11727:16881	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1102:11727:16881	17	16	1	0.9411764705882353	0.3529411764705882
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1102:11727:16881	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1102:11727:16881	17	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:1104:15011:85090	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:1104:15011:85090	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1104:15794:89640	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1104:15794:89640	19	17	1	0.9444444444444444	0.3333333333333333
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1112:16375:35548	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1112:16375:35548	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:2109:10122:52190	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:2109:10122:52190	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:2110:12069:31514	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:2110:12069:31514	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2213:7352:58980	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2213:7352:58980	18	17	1	0.9444444444444444	0.3333333333333333
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2213:7352:58980	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2213:7352:58980	18	17	1	0.9444444444444444	0.3333333333333333
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:2102:11902:71218	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:2102:11902:71218	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:2208:17718:94694	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:2208:17718:94694	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2103:11635:74411	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2103:11635:74411	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:2:1204:9997:98650	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:2:1204:9997:98650	15	14	1	0.9333333333333333	0.4
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:2:1204:9997:98650	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:2:1204:9997:98650	16	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1105:12218:22473	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1105:12218:22473	14	13	1	0.9285714285714286	0.42857142857142855
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1105:12218:22473	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:1105:12218:22473	15	14	1	0.9333333333333333	0.4
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1107:11271:70785	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1107:11271:70785	15	13	1	0.9285714285714286	0.42857142857142855
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1107:11271:70785	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1107:11271:70785	14	13	1	0.9285714285714286	0.42857142857142855
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1104:2549:73737	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1104:2549:73737	11	10	1	0.9090909090909091	0.5454545454545454
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2115:1797:98145	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:2:2115:1797:98145	11	10	1	0.9090909090909091	0.5454545454545454
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1212:4098:9854	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1212:4098:9854	11	10	1	0.9090909090909091	0.5454545454545454
HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:2209:18211:63719	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:2209:18211:63719	0	0	0	0.0	0.0
HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:1105:3791:65015	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:20:H9V1RADXX:1:1105:3791:65015	10	9	1	0.9	0.6000000000000001
HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1215:2731:71511	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:19:H8VDAADXX:1:1215:2731:71511	10	9	1	0.9	0.6000000000000001
HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1113:3562:79280	HG002_all_regions	HG002_chr1.633402.634418|HISEQ1:18:H8VC6ADXX:1:1113:3562:79280	9	9	0	1.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:20:H9V1RADXX:1:2204:3433:96046	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:20:H9V1RADXX:1:2204:3433:96046	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:2:1108:3084:38596	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:2:1108:3084:38596	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:2:2109:17282:26420	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:2:2109:17282:26420	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:20:H9V1RADXX:2:1108:14052:68427	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:20:H9V1RADXX:2:1108:14052:68427	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:2103:6570:8204	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:2103:6570:8204	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:1109:4515:18364	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:1109:4515:18364	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:2212:2683:69342	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:2212:2683:69342	2	0	1	0.0	6.0
HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:2201:6106:14884	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:2:2201:6106:14884	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:1:1212:20638:47408	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:1:1212:20638:47408	29	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:1:2202:18834:87285	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:1:2202:18834:87285	11	2	0	1.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:2:1215:20989:64715	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:18:H8VC6ADXX:2:1215:20989:64715	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:1:2206:14821:79183	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:19:H8VDAADXX:1:2206:14821:79183	0	0	0	0.0	0.0
HG002_chr11.49861520.49862789|HISEQ1:20:H9V1RADXX:2:1108:3733:57635	HG002_all_regions	HG002_chr11.49861520.49862789|HISEQ1:20:H9V1RADXX:2:1108:3733:57635	0	0	0	0.0	0.0
HG002_chr21.9675697.9677286|HISEQ1:19:H8VDAADXX:1:2208:15573:55345	HG002_all_regions	HG002_chr21.9675697.9677286|HISEQ1:19:H8VDAADXX:1:2208:15573:55345	0	0	0	0.0	0.0
HG002_chr21.9675697.9677286|HISEQ1:19:H8VDAADXX:1:2212:12594:89411	HG002_all_regions	HG002_chr21.9675697.9677286|HISEQ1:19:H8VDAADXX:1:2212:12594:89411	0	0	0	0.0	0.0
HG002_chr21.9675697.9677286|HISEQ1:18:H8VC6ADXX:2:1214:20174:73789	HG002_all_regions	HG002_chr21.9675697.9677286|HISEQ1:18:H8VC6ADXX:2:1214:20174:73789	15	0	0	0.0	0.0
HG002_chr21.9675697.9677286|HISEQ1:18:H8VC6ADXX:1:1214:11545:34817	HG002_all_regions	HG002_chr21.9675697.9677286|HISEQ1:18:H8VC6ADXX:1:1214:11545:34817	0	0	0	0.0	0.0
HG002_chr21.9675697.9677286|HISEQ1:20:H9V1RADXX:2:1216:20659:33459	HG002_all_regions	HG002_chr21.9675697.9677286|HISEQ1:20:H9V1RADXX:2:1216:20659:33459	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:20:H9V1RADXX:1:1105:5629:52755	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:20:H9V1RADXX:1:1105:5629:52755	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1209:17349:21695	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1209:17349:21695	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:20:H9V1RADXX:1:1208:8432:51333	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:20:H9V1RADXX:1:1208:8432:51333	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:2216:21178:54998	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:2216:21178:54998	10	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1106:8629:87903	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1106:8629:87903	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:1:1206:21120:19037	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:1:1206:21120:19037	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:2:2105:18389:73089	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:2:2105:18389:73089	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1101:2331:76461	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1101:2331:76461	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1113:18232:5072	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1113:18232:5072	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1113:18232:5072	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1113:18232:5072	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1212:20479:40868	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:2:1212:20479:40868	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:20:H9V1RADXX:1:2215:3622:36537	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:20:H9V1RADXX:1:2215:3622:36537	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:2112:3675:52887	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:2112:3675:52887	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:1:2103:13960:67685	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:19:H8VDAADXX:1:2103:13960:67685	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1215:15360:29107	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1215:15360:29107	0	0	0	0.0	0.0
HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1215:15360:29107	HG002_all_regions	HG002_chr5.32337782.32339138|HISEQ1:18:H8VC6ADXX:1:1215:15360:29107	0	0	0	0.0	0.0
HG002_chr9.129055.130496|HISEQ1:20:H9V1RADXX:2:2212:16859:73075	HG002_all_regions	HG002_chr9.129055.130496|HISEQ1:20:H9V1RADXX:2:2212:16859:73075	0	0	0	0.0	0.0
HG002_chr9.129055.130496|HISEQ1:19:H8VDAADXX:2:1201:10089:77056	HG002_all_regions	HG002_chr9.129055.130496|HISEQ1:19:H8VDAADXX:2:1201:10089:77056	0	0	0	0.0	0.0
