HG004_5X	2	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG004_5X.bam	chr11	49861615	49862791
HG004_5X	4	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG004_5X.bam	chr1	633426	634613
HG004_5X	5	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG004_5X.bam	chr21	9675484	9676904
HG004_5X	3	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG004_5X/HG004_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG004_5X.bam	chr5	32337431	32338872
HG006_5X	5	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG006_5X.bam	chr11	49861573	49862943
HG006_5X	4	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG006_5X.bam	chr17	22520868	22522027
HG006_5X	4	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG006_5X.bam	chr1	633434	634613
HG006_5X	4	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG006_5X.bam	chr20	21473736	21475330
HG006_5X	2	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG006_5X.bam	chr2	33666443	33667755
HG006_5X	2	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.disc.sam	/mnt/f/Onedrive/文档（科研）/脚本/Download/15-NUMTs-detector-V2/1-1-获得NUMTs分布旧版/output/HG006_5X/HG006_5X.mt.split.sam	/mnt/d/5-NCBI-Reference/3-Human/example/HG006_5X.bam	chr2	33667252	33668415
