GroupID	Index	POS	CHR	mergedClusterID
8	0	629338	chr1	8_chr1
8	0	629339	chr1	8_chr1
8	0	629340	chr1	8_chr1
8	0	629344	chr1	8_chr1
8	0	629346	chr1	8_chr1
8	0	629352	chr1	8_chr1
8	0	629357	chr1	8_chr1
8	0	629365	chr1	8_chr1
8	0	629370	chr1	8_chr1
8	0	629370	chr1	8_chr1
8	0	629371	chr1	8_chr1
8	0	629372	chr1	8_chr1
8	0	629375	chr1	8_chr1
8	0	629377	chr1	8_chr1
8	0	629377	chr1	8_chr1
8	0	629378	chr1	8_chr1
8	0	629380	chr1	8_chr1
8	0	629383	chr1	8_chr1
8	0	629383	chr1	8_chr1
8	0	629386	chr1	8_chr1
8	0	629388	chr1	8_chr1
8	0	629389	chr1	8_chr1
8	0	629391	chr1	8_chr1
8	0	629393	chr1	8_chr1
8	0	629394	chr1	8_chr1
8	0	629395	chr1	8_chr1
8	0	629396	chr1	8_chr1
8	0	629400	chr1	8_chr1
8	0	629401	chr1	8_chr1
8	0	629402	chr1	8_chr1
8	0	629404	chr1	8_chr1
8	0	629404	chr1	8_chr1
8	0	629405	chr1	8_chr1
8	0	629406	chr1	8_chr1
8	0	629407	chr1	8_chr1
8	0	629408	chr1	8_chr1
8	0	629411	chr1	8_chr1
8	0	629412	chr1	8_chr1
8	0	629414	chr1	8_chr1
8	0	629416	chr1	8_chr1
8	0	629417	chr1	8_chr1
8	0	629417	chr1	8_chr1
8	0	629420	chr1	8_chr1
8	0	629422	chr1	8_chr1
8	0	629424	chr1	8_chr1
8	0	629425	chr1	8_chr1
8	0	629425	chr1	8_chr1
8	0	629426	chr1	8_chr1
8	0	629427	chr1	8_chr1
8	0	629427	chr1	8_chr1
8	0	629429	chr1	8_chr1
8	0	629429	chr1	8_chr1
8	0	629432	chr1	8_chr1
8	0	629433	chr1	8_chr1
8	0	629434	chr1	8_chr1
8	0	629435	chr1	8_chr1
8	0	629435	chr1	8_chr1
8	0	629436	chr1	8_chr1
8	0	629437	chr1	8_chr1
8	0	629438	chr1	8_chr1
8	0	629441	chr1	8_chr1
8	0	629441	chr1	8_chr1
8	0	629442	chr1	8_chr1
8	0	629444	chr1	8_chr1
8	0	629445	chr1	8_chr1
8	0	629448	chr1	8_chr1
8	0	629448	chr1	8_chr1
8	0	629449	chr1	8_chr1
8	0	629449	chr1	8_chr1
8	0	629450	chr1	8_chr1
8	0	629451	chr1	8_chr1
8	0	629452	chr1	8_chr1
8	0	629454	chr1	8_chr1
8	0	629455	chr1	8_chr1
8	0	629456	chr1	8_chr1
8	0	629457	chr1	8_chr1
8	0	629458	chr1	8_chr1
8	0	629459	chr1	8_chr1
8	0	629459	chr1	8_chr1
8	0	629460	chr1	8_chr1
8	0	629461	chr1	8_chr1
8	0	629461	chr1	8_chr1
8	0	629462	chr1	8_chr1
8	0	629463	chr1	8_chr1
8	0	629464	chr1	8_chr1
8	0	629465	chr1	8_chr1
8	0	629465	chr1	8_chr1
8	0	629466	chr1	8_chr1
8	0	629466	chr1	8_chr1
8	0	629467	chr1	8_chr1
8	0	629468	chr1	8_chr1
8	0	629468	chr1	8_chr1
8	0	629469	chr1	8_chr1
8	0	629469	chr1	8_chr1
8	0	629470	chr1	8_chr1
8	0	629472	chr1	8_chr1
8	0	629472	chr1	8_chr1
8	0	629473	chr1	8_chr1
8	0	629473	chr1	8_chr1
8	0	629474	chr1	8_chr1
8	0	629474	chr1	8_chr1
8	0	629475	chr1	8_chr1
8	0	629475	chr1	8_chr1
8	0	629476	chr1	8_chr1
8	0	629477	chr1	8_chr1
8	0	629477	chr1	8_chr1
8	0	629478	chr1	8_chr1
8	0	629478	chr1	8_chr1
8	0	629479	chr1	8_chr1
8	0	629479	chr1	8_chr1
8	0	629480	chr1	8_chr1
8	0	629480	chr1	8_chr1
8	0	629481	chr1	8_chr1
8	0	629481	chr1	8_chr1
8	0	629482	chr1	8_chr1
8	0	629482	chr1	8_chr1
8	0	629483	chr1	8_chr1
8	0	629483	chr1	8_chr1
8	0	629484	chr1	8_chr1
8	0	629484	chr1	8_chr1
8	0	629485	chr1	8_chr1
8	0	629485	chr1	8_chr1
8	0	629486	chr1	8_chr1
8	0	629486	chr1	8_chr1
8	0	629487	chr1	8_chr1
8	0	629487	chr1	8_chr1
8	0	629488	chr1	8_chr1
8	0	629488	chr1	8_chr1
8	0	629489	chr1	8_chr1
8	0	629489	chr1	8_chr1
8	0	629490	chr1	8_chr1
8	0	629490	chr1	8_chr1
8	0	629491	chr1	8_chr1
8	0	629491	chr1	8_chr1
8	0	629492	chr1	8_chr1
8	0	629492	chr1	8_chr1
8	0	629493	chr1	8_chr1
8	0	629493	chr1	8_chr1
8	0	629494	chr1	8_chr1
8	0	629494	chr1	8_chr1
8	0	629495	chr1	8_chr1
8	0	629495	chr1	8_chr1
8	0	629496	chr1	8_chr1
8	0	629496	chr1	8_chr1
8	0	629497	chr1	8_chr1
8	0	629498	chr1	8_chr1
8	0	629498	chr1	8_chr1
8	0	629499	chr1	8_chr1
8	0	629499	chr1	8_chr1
8	0	629500	chr1	8_chr1
8	0	629500	chr1	8_chr1
8	0	629501	chr1	8_chr1
8	0	629501	chr1	8_chr1
8	0	629502	chr1	8_chr1
8	0	629502	chr1	8_chr1
8	0	629503	chr1	8_chr1
8	0	629504	chr1	8_chr1
8	0	629504	chr1	8_chr1
8	0	629505	chr1	8_chr1
8	0	629505	chr1	8_chr1
8	0	629506	chr1	8_chr1
8	0	629506	chr1	8_chr1
8	0	629507	chr1	8_chr1
8	0	629507	chr1	8_chr1
8	0	629508	chr1	8_chr1
8	0	629508	chr1	8_chr1
8	0	629509	chr1	8_chr1
8	0	629509	chr1	8_chr1
8	0	629510	chr1	8_chr1
8	0	629510	chr1	8_chr1
8	0	629511	chr1	8_chr1
8	0	629511	chr1	8_chr1
8	0	629512	chr1	8_chr1
8	0	629512	chr1	8_chr1
8	0	629513	chr1	8_chr1
8	0	629513	chr1	8_chr1
8	0	629514	chr1	8_chr1
8	0	629515	chr1	8_chr1
8	0	629515	chr1	8_chr1
8	0	629516	chr1	8_chr1
8	0	629516	chr1	8_chr1
8	0	629517	chr1	8_chr1
8	0	629517	chr1	8_chr1
8	0	629518	chr1	8_chr1
8	0	629518	chr1	8_chr1
8	0	629519	chr1	8_chr1
8	0	629519	chr1	8_chr1
8	0	629520	chr1	8_chr1
8	0	629520	chr1	8_chr1
8	0	629521	chr1	8_chr1
8	0	629521	chr1	8_chr1
8	0	629522	chr1	8_chr1
8	0	629522	chr1	8_chr1
8	0	629523	chr1	8_chr1
8	0	629523	chr1	8_chr1
8	0	629524	chr1	8_chr1
8	0	629524	chr1	8_chr1
8	0	629525	chr1	8_chr1
8	0	629525	chr1	8_chr1
8	0	629526	chr1	8_chr1
8	0	629527	chr1	8_chr1
8	0	629527	chr1	8_chr1
8	0	629528	chr1	8_chr1
8	0	629529	chr1	8_chr1
8	0	629530	chr1	8_chr1
8	0	629530	chr1	8_chr1
8	0	629531	chr1	8_chr1
8	0	629531	chr1	8_chr1
8	0	629532	chr1	8_chr1
8	0	629532	chr1	8_chr1
8	0	629533	chr1	8_chr1
8	0	629533	chr1	8_chr1
8	0	629534	chr1	8_chr1
8	0	629534	chr1	8_chr1
8	0	629535	chr1	8_chr1
8	0	629535	chr1	8_chr1
8	0	629536	chr1	8_chr1
8	0	629538	chr1	8_chr1
8	0	629538	chr1	8_chr1
8	0	629539	chr1	8_chr1
8	0	629539	chr1	8_chr1
8	0	629540	chr1	8_chr1
8	0	629540	chr1	8_chr1
8	0	629541	chr1	8_chr1
8	0	629541	chr1	8_chr1
8	0	629542	chr1	8_chr1
8	0	629542	chr1	8_chr1
8	0	629543	chr1	8_chr1
8	0	629544	chr1	8_chr1
8	0	629544	chr1	8_chr1
8	0	629545	chr1	8_chr1
8	0	629545	chr1	8_chr1
8	0	629546	chr1	8_chr1
8	0	629546	chr1	8_chr1
8	0	629547	chr1	8_chr1
8	0	629547	chr1	8_chr1
8	0	629549	chr1	8_chr1
8	0	629549	chr1	8_chr1
8	0	629550	chr1	8_chr1
8	0	629550	chr1	8_chr1
8	0	629551	chr1	8_chr1
8	0	629552	chr1	8_chr1
8	0	629552	chr1	8_chr1
8	0	629553	chr1	8_chr1
8	0	629553	chr1	8_chr1
8	0	629554	chr1	8_chr1
8	0	629554	chr1	8_chr1
8	0	629555	chr1	8_chr1
8	0	629556	chr1	8_chr1
8	0	629557	chr1	8_chr1
8	0	629558	chr1	8_chr1
8	0	629558	chr1	8_chr1
8	0	629559	chr1	8_chr1
8	0	629559	chr1	8_chr1
8	0	629560	chr1	8_chr1
8	0	629560	chr1	8_chr1
8	0	629561	chr1	8_chr1
8	0	629561	chr1	8_chr1
8	0	629562	chr1	8_chr1
8	0	629562	chr1	8_chr1
8	0	629564	chr1	8_chr1
8	0	629565	chr1	8_chr1
8	0	629565	chr1	8_chr1
8	0	629566	chr1	8_chr1
8	0	629566	chr1	8_chr1
8	0	629567	chr1	8_chr1
8	0	629567	chr1	8_chr1
8	0	629568	chr1	8_chr1
8	0	629568	chr1	8_chr1
8	0	629569	chr1	8_chr1
8	0	629569	chr1	8_chr1
8	0	629570	chr1	8_chr1
8	0	629570	chr1	8_chr1
8	0	629571	chr1	8_chr1
8	0	629572	chr1	8_chr1
8	0	629572	chr1	8_chr1
8	0	629573	chr1	8_chr1
8	0	629573	chr1	8_chr1
8	0	629574	chr1	8_chr1
8	0	629574	chr1	8_chr1
8	0	629575	chr1	8_chr1
8	0	629575	chr1	8_chr1
8	0	629576	chr1	8_chr1
8	0	629576	chr1	8_chr1
8	0	629577	chr1	8_chr1
8	0	629577	chr1	8_chr1
8	0	629578	chr1	8_chr1
8	0	629578	chr1	8_chr1
8	0	629579	chr1	8_chr1
8	0	629579	chr1	8_chr1
8	0	629580	chr1	8_chr1
8	0	629580	chr1	8_chr1
8	0	629581	chr1	8_chr1
8	0	629582	chr1	8_chr1
8	0	629583	chr1	8_chr1
8	0	629583	chr1	8_chr1
8	0	629584	chr1	8_chr1
8	0	629584	chr1	8_chr1
8	0	629585	chr1	8_chr1
8	0	629585	chr1	8_chr1
8	0	629586	chr1	8_chr1
8	0	629586	chr1	8_chr1
8	0	629587	chr1	8_chr1
8	0	629587	chr1	8_chr1
8	0	629588	chr1	8_chr1
8	0	629588	chr1	8_chr1
8	0	629589	chr1	8_chr1
8	0	629590	chr1	8_chr1
8	0	629591	chr1	8_chr1
8	0	629591	chr1	8_chr1
8	0	629592	chr1	8_chr1
8	0	629592	chr1	8_chr1
8	0	629593	chr1	8_chr1
8	0	629593	chr1	8_chr1
8	0	629594	chr1	8_chr1
8	0	629595	chr1	8_chr1
8	0	629595	chr1	8_chr1
8	0	629596	chr1	8_chr1
8	0	629596	chr1	8_chr1
8	0	629597	chr1	8_chr1
8	0	629597	chr1	8_chr1
8	0	629598	chr1	8_chr1
8	0	629598	chr1	8_chr1
8	0	629599	chr1	8_chr1
8	0	629599	chr1	8_chr1
8	0	629600	chr1	8_chr1
8	0	629600	chr1	8_chr1
8	0	629601	chr1	8_chr1
8	0	629601	chr1	8_chr1
8	0	629602	chr1	8_chr1
8	0	629602	chr1	8_chr1
8	0	629603	chr1	8_chr1
8	0	629604	chr1	8_chr1
8	0	629604	chr1	8_chr1
8	0	629605	chr1	8_chr1
8	0	629605	chr1	8_chr1
8	0	629606	chr1	8_chr1
8	0	629606	chr1	8_chr1
8	0	629607	chr1	8_chr1
8	0	629607	chr1	8_chr1
8	0	629608	chr1	8_chr1
8	0	629608	chr1	8_chr1
8	0	629609	chr1	8_chr1
8	0	629609	chr1	8_chr1
8	0	629610	chr1	8_chr1
8	0	629611	chr1	8_chr1
8	0	629611	chr1	8_chr1
8	0	629612	chr1	8_chr1
8	0	629612	chr1	8_chr1
8	0	629613	chr1	8_chr1
8	0	629613	chr1	8_chr1
8	0	629614	chr1	8_chr1
8	0	629614	chr1	8_chr1
8	0	629615	chr1	8_chr1
8	0	629616	chr1	8_chr1
8	0	629616	chr1	8_chr1
8	0	629617	chr1	8_chr1
8	0	629617	chr1	8_chr1
8	0	629618	chr1	8_chr1
8	0	629618	chr1	8_chr1
8	0	629619	chr1	8_chr1
8	0	629619	chr1	8_chr1
8	0	629620	chr1	8_chr1
8	0	629621	chr1	8_chr1
8	0	629622	chr1	8_chr1
8	0	629622	chr1	8_chr1
8	0	629623	chr1	8_chr1
8	0	629623	chr1	8_chr1
8	0	629624	chr1	8_chr1
8	0	629624	chr1	8_chr1
8	0	629625	chr1	8_chr1
8	0	629625	chr1	8_chr1
8	0	629627	chr1	8_chr1
8	0	629628	chr1	8_chr1
8	0	629628	chr1	8_chr1
8	0	629629	chr1	8_chr1
8	0	629629	chr1	8_chr1
8	0	629630	chr1	8_chr1
8	0	629631	chr1	8_chr1
8	0	629631	chr1	8_chr1
8	0	629632	chr1	8_chr1
8	0	629632	chr1	8_chr1
8	0	629633	chr1	8_chr1
8	0	629634	chr1	8_chr1
8	0	629635	chr1	8_chr1
8	0	629635	chr1	8_chr1
8	0	629636	chr1	8_chr1
8	0	629637	chr1	8_chr1
8	0	629638	chr1	8_chr1
8	0	629639	chr1	8_chr1
8	0	629639	chr1	8_chr1
8	0	629640	chr1	8_chr1
8	0	629642	chr1	8_chr1
8	0	629642	chr1	8_chr1
8	0	629643	chr1	8_chr1
8	0	629644	chr1	8_chr1
8	0	629646	chr1	8_chr1
8	0	629647	chr1	8_chr1
8	0	629648	chr1	8_chr1
8	0	629648	chr1	8_chr1
8	0	629649	chr1	8_chr1
8	0	629649	chr1	8_chr1
8	0	629651	chr1	8_chr1
8	0	629651	chr1	8_chr1
8	0	629652	chr1	8_chr1
8	0	629653	chr1	8_chr1
8	0	629656	chr1	8_chr1
8	0	629656	chr1	8_chr1
8	0	629657	chr1	8_chr1
8	0	629657	chr1	8_chr1
8	0	629658	chr1	8_chr1
8	0	629658	chr1	8_chr1
8	0	629659	chr1	8_chr1
8	0	629660	chr1	8_chr1
8	0	629661	chr1	8_chr1
8	0	629662	chr1	8_chr1
8	0	629663	chr1	8_chr1
8	0	629664	chr1	8_chr1
8	0	629664	chr1	8_chr1
8	0	629665	chr1	8_chr1
8	0	629665	chr1	8_chr1
8	0	629666	chr1	8_chr1
8	0	629669	chr1	8_chr1
8	0	629670	chr1	8_chr1
8	0	629672	chr1	8_chr1
8	0	629672	chr1	8_chr1
8	0	629673	chr1	8_chr1
8	0	629674	chr1	8_chr1
8	0	629674	chr1	8_chr1
8	0	629676	chr1	8_chr1
8	0	629677	chr1	8_chr1
8	0	629678	chr1	8_chr1
8	0	629678	chr1	8_chr1
8	0	629679	chr1	8_chr1
8	0	629681	chr1	8_chr1
8	0	629683	chr1	8_chr1
8	0	629684	chr1	8_chr1
8	0	629684	chr1	8_chr1
8	0	629685	chr1	8_chr1
8	0	629685	chr1	8_chr1
8	0	629686	chr1	8_chr1
8	0	629686	chr1	8_chr1
8	0	629688	chr1	8_chr1
8	0	629689	chr1	8_chr1
8	0	629690	chr1	8_chr1
8	0	629690	chr1	8_chr1
8	0	629691	chr1	8_chr1
8	0	629692	chr1	8_chr1
8	0	629692	chr1	8_chr1
8	0	629694	chr1	8_chr1
8	0	629695	chr1	8_chr1
8	0	629696	chr1	8_chr1
8	0	629697	chr1	8_chr1
8	0	629698	chr1	8_chr1
8	0	629698	chr1	8_chr1
8	0	629699	chr1	8_chr1
8	0	629701	chr1	8_chr1
8	0	629702	chr1	8_chr1
8	0	629703	chr1	8_chr1
8	0	629704	chr1	8_chr1
8	0	629704	chr1	8_chr1
8	0	629705	chr1	8_chr1
8	0	629705	chr1	8_chr1
8	0	629707	chr1	8_chr1
8	0	629707	chr1	8_chr1
8	0	629708	chr1	8_chr1
8	0	629709	chr1	8_chr1
8	0	629709	chr1	8_chr1
8	0	629710	chr1	8_chr1
8	0	629711	chr1	8_chr1
8	0	629712	chr1	8_chr1
8	0	629713	chr1	8_chr1
8	0	629714	chr1	8_chr1
8	0	629714	chr1	8_chr1
8	0	629715	chr1	8_chr1
8	0	629716	chr1	8_chr1
8	0	629717	chr1	8_chr1
8	0	629717	chr1	8_chr1
8	0	629719	chr1	8_chr1
8	0	629720	chr1	8_chr1
8	0	629721	chr1	8_chr1
8	0	629722	chr1	8_chr1
8	0	629723	chr1	8_chr1
8	0	629723	chr1	8_chr1
8	0	629724	chr1	8_chr1
8	0	629724	chr1	8_chr1
8	0	629725	chr1	8_chr1
8	0	629729	chr1	8_chr1
8	0	629730	chr1	8_chr1
8	0	629730	chr1	8_chr1
8	0	629731	chr1	8_chr1
8	0	629732	chr1	8_chr1
8	0	629732	chr1	8_chr1
8	0	629733	chr1	8_chr1
8	0	629733	chr1	8_chr1
8	0	629736	chr1	8_chr1
8	0	629736	chr1	8_chr1
8	0	629737	chr1	8_chr1
8	0	629738	chr1	8_chr1
8	0	629738	chr1	8_chr1
8	0	629739	chr1	8_chr1
8	0	629739	chr1	8_chr1
8	0	629740	chr1	8_chr1
8	0	629741	chr1	8_chr1
8	0	629742	chr1	8_chr1
8	0	629743	chr1	8_chr1
8	0	629744	chr1	8_chr1
8	0	629744	chr1	8_chr1
8	0	629745	chr1	8_chr1
8	0	629747	chr1	8_chr1
8	0	629749	chr1	8_chr1
8	0	629750	chr1	8_chr1
8	0	629750	chr1	8_chr1
8	0	629751	chr1	8_chr1
8	0	629752	chr1	8_chr1
8	0	629753	chr1	8_chr1
8	0	629754	chr1	8_chr1
8	0	629754	chr1	8_chr1
8	0	629755	chr1	8_chr1
8	0	629755	chr1	8_chr1
8	0	629756	chr1	8_chr1
8	0	629756	chr1	8_chr1
8	0	629757	chr1	8_chr1
8	0	629757	chr1	8_chr1
8	0	629759	chr1	8_chr1
8	0	629760	chr1	8_chr1
8	0	629761	chr1	8_chr1
8	0	629761	chr1	8_chr1
8	0	629762	chr1	8_chr1
8	0	629763	chr1	8_chr1
8	0	629763	chr1	8_chr1
8	0	629764	chr1	8_chr1
8	0	629764	chr1	8_chr1
8	0	629765	chr1	8_chr1
8	0	629766	chr1	8_chr1
8	0	629768	chr1	8_chr1
8	0	629768	chr1	8_chr1
8	0	629769	chr1	8_chr1
8	0	629771	chr1	8_chr1
8	0	629771	chr1	8_chr1
8	0	629773	chr1	8_chr1
8	0	629773	chr1	8_chr1
8	0	629774	chr1	8_chr1
8	0	629774	chr1	8_chr1
8	0	629775	chr1	8_chr1
8	0	629775	chr1	8_chr1
8	0	629776	chr1	8_chr1
8	0	629776	chr1	8_chr1
8	0	629777	chr1	8_chr1
8	0	629777	chr1	8_chr1
8	0	629778	chr1	8_chr1
8	0	629779	chr1	8_chr1
8	0	629779	chr1	8_chr1
8	0	629780	chr1	8_chr1
8	0	629781	chr1	8_chr1
8	0	629782	chr1	8_chr1
8	0	629782	chr1	8_chr1
8	0	629783	chr1	8_chr1
8	0	629784	chr1	8_chr1
8	0	629784	chr1	8_chr1
8	0	629785	chr1	8_chr1
8	0	629786	chr1	8_chr1
8	0	629787	chr1	8_chr1
8	0	629788	chr1	8_chr1
8	0	629789	chr1	8_chr1
8	0	629789	chr1	8_chr1
8	0	629790	chr1	8_chr1
8	0	629791	chr1	8_chr1
8	0	629791	chr1	8_chr1
8	0	629792	chr1	8_chr1
8	0	629792	chr1	8_chr1
8	0	629793	chr1	8_chr1
8	0	629794	chr1	8_chr1
8	0	629794	chr1	8_chr1
8	0	629795	chr1	8_chr1
8	0	629796	chr1	8_chr1
8	0	629796	chr1	8_chr1
8	0	629797	chr1	8_chr1
8	0	629797	chr1	8_chr1
8	0	629798	chr1	8_chr1
8	0	629798	chr1	8_chr1
8	0	629800	chr1	8_chr1
8	0	629800	chr1	8_chr1
8	0	629801	chr1	8_chr1
8	0	629802	chr1	8_chr1
8	0	629804	chr1	8_chr1
8	0	629805	chr1	8_chr1
8	0	629805	chr1	8_chr1
8	0	629807	chr1	8_chr1
8	0	629808	chr1	8_chr1
8	0	629809	chr1	8_chr1
8	0	629810	chr1	8_chr1
8	0	629811	chr1	8_chr1
8	0	629811	chr1	8_chr1
8	0	629812	chr1	8_chr1
8	0	629813	chr1	8_chr1
8	0	629814	chr1	8_chr1
8	0	629815	chr1	8_chr1
8	0	629816	chr1	8_chr1
8	0	629817	chr1	8_chr1
8	0	629818	chr1	8_chr1
8	0	629818	chr1	8_chr1
8	0	629819	chr1	8_chr1
8	0	629820	chr1	8_chr1
8	0	629820	chr1	8_chr1
8	0	629821	chr1	8_chr1
8	0	629822	chr1	8_chr1
8	0	629823	chr1	8_chr1
8	0	629824	chr1	8_chr1
8	0	629825	chr1	8_chr1
8	0	629827	chr1	8_chr1
8	0	629827	chr1	8_chr1
8	0	629828	chr1	8_chr1
8	0	629828	chr1	8_chr1
8	0	629829	chr1	8_chr1
8	0	629829	chr1	8_chr1
8	0	629830	chr1	8_chr1
8	0	629830	chr1	8_chr1
8	0	629832	chr1	8_chr1
8	0	629834	chr1	8_chr1
8	0	629835	chr1	8_chr1
8	0	629836	chr1	8_chr1
8	0	629837	chr1	8_chr1
8	0	629837	chr1	8_chr1
8	0	629838	chr1	8_chr1
8	0	629840	chr1	8_chr1
8	0	629844	chr1	8_chr1
8	0	629845	chr1	8_chr1
8	0	629845	chr1	8_chr1
8	0	629846	chr1	8_chr1
8	0	629846	chr1	8_chr1
8	0	629847	chr1	8_chr1
8	0	629847	chr1	8_chr1
8	0	629849	chr1	8_chr1
8	0	629850	chr1	8_chr1
8	0	629850	chr1	8_chr1
8	0	629852	chr1	8_chr1
8	0	629853	chr1	8_chr1
8	0	629854	chr1	8_chr1
8	0	629855	chr1	8_chr1
8	0	629858	chr1	8_chr1
8	0	629861	chr1	8_chr1
8	0	629862	chr1	8_chr1
8	0	629863	chr1	8_chr1
8	0	629863	chr1	8_chr1
8	0	629865	chr1	8_chr1
8	0	629868	chr1	8_chr1
8	0	629870	chr1	8_chr1
8	0	629873	chr1	8_chr1
8	0	629873	chr1	8_chr1
8	0	629874	chr1	8_chr1
8	0	629876	chr1	8_chr1
8	0	629878	chr1	8_chr1
8	0	629879	chr1	8_chr1
8	0	629880	chr1	8_chr1
8	0	629880	chr1	8_chr1
8	0	629881	chr1	8_chr1
8	0	629883	chr1	8_chr1
8	0	629884	chr1	8_chr1
8	0	629886	chr1	8_chr1
8	0	629886	chr1	8_chr1
8	0	629887	chr1	8_chr1
8	0	629890	chr1	8_chr1
8	0	629891	chr1	8_chr1
8	0	629892	chr1	8_chr1
8	0	629894	chr1	8_chr1
8	0	629896	chr1	8_chr1
8	0	629899	chr1	8_chr1
8	0	629900	chr1	8_chr1
8	0	629901	chr1	8_chr1
8	0	629905	chr1	8_chr1
8	0	629910	chr1	8_chr1
8	0	629912	chr1	8_chr1
8	0	629913	chr1	8_chr1
8	0	629915	chr1	8_chr1
8	0	629919	chr1	8_chr1
8	0	629920	chr1	8_chr1
8	0	629921	chr1	8_chr1
8	0	629923	chr1	8_chr1
8	0	629924	chr1	8_chr1
8	0	629930	chr1	8_chr1
8	0	629938	chr1	8_chr1
8	0	629940	chr1	8_chr1
8	0	629941	chr1	8_chr1
8	0	629943	chr1	8_chr1
8	0	629946	chr1	8_chr1
8	0	629954	chr1	8_chr1
8	0	629956	chr1	8_chr1
8	0	629968	chr1	8_chr1
8	0	629971	chr1	8_chr1
8	0	629973	chr1	8_chr1
8	0	629978	chr1	8_chr1
8	0	629981	chr1	8_chr1
8	0	629981	chr1	8_chr1
8	0	629983	chr1	8_chr1
8	0	629986	chr1	8_chr1
8	0	629987	chr1	8_chr1
8	0	629989	chr1	8_chr1
8	0	629992	chr1	8_chr1
8	0	629993	chr1	8_chr1
